text,label,text_minimal,text_no_punctuation,text_stopwords,text_stemming
The company initially estimated that it would cut up to 30 jobs .,negative,the company initially estimated that it would cut up to 30 jobs .,the company initially estimated that it would cut up to 30 jobs,company initially estimated cut up 30 jobs,compani initi estim cut up 30 job
"The company will try to adapt the operations through temporary lay-offs of different duration , working hour arrangements , training and development efforts .",neutral,"the company will try to adapt the operations through temporary lay-offs of different duration , working hour arrangements , training and development efforts .",the company will try to adapt the operations through temporary lay offs of different duration working hour arrangements training and development efforts,company try adapt operations temporary lay offs different duration working hour arrangements training development efforts,compani tri adapt oper temporari lay off differ durat work hour arrang train develop effort
"The effect may remain short-lived , however .",neutral,"the effect may remain short-lived , however .",the effect may remain short lived however,effect remain short lived,effect remain short live
The iPad application joins the iPhone app as part of Monster 's range of mobile applications for job hunting .,neutral,the ipad application joins the iphone app as part of monster 's range of mobile applications for job hunting .,the ipad application joins the iphone app as part of monster s range of mobile applications for job hunting,ipad application joins iphone app monster s range mobile applications job hunting,ipad applic join iphon app monster s rang mobil applic job hunt
The issue came up in connection with discussion with local municipalities concerning the sale of water to industrial facilities .,neutral,the issue came up in connection with discussion with local municipalities concerning the sale of water to industrial facilities .,the issue came up in connection with discussion with local municipalities concerning the sale of water to industrial facilities,issue came up connection discussion local municipalities concerning sale water industrial facilities,issu came up connect discuss local municip concern sale water industri facil
The number of bodily injury cases quadrupled in 2000-2006 .,negative,the number of bodily injury cases quadrupled in 2000-2006 .,the number of bodily injury cases quadrupled in 2000 2006,number bodily injury cases quadrupled 2000 2006,number bodili injuri case quadrupl 2000 2006
"The purchase price will be paid in cash upon the closure of the transaction , scheduled for April 1 , 2009 .",neutral,"the purchase price will be paid in cash upon the closure of the transaction , scheduled for april 1 , 2009 .",the purchase price will be paid in cash upon the closure of the transaction scheduled for april 1 2009,purchase price paid cash closure transaction scheduled april 1 2009,purchas price paid cash closur transact schedul april 1 2009
"The size of the extension , 18.5 % of which already has been let , will have a gross area of about 2,830 sq m 30,460 sq ft .",neutral,"the size of the extension , 18.5 % of which already has been let , will have a gross area of about 2,830 sq m 30,460 sq ft .",the size of the extension 18 5 of which already has been let will have a gross area of about 2 830 sq m 30 460 sq ft,size extension 18 5 let gross area 2 830 sq m 30 460 sq ft,size extens 18 5 let gross area 2 830 sq m 30 460 sq ft
The Symbian Foundation plans to revise its procedures for testing and signing software after digitally signing a trojan for its Symbian mobile phone operating system by mistake .,neutral,the symbian foundation plans to revise its procedures for testing and signing software after digitally signing a trojan for its symbian mobile phone operating system by mistake .,the symbian foundation plans to revise its procedures for testing and signing software after digitally signing a trojan for its symbian mobile phone operating system by mistake,symbian foundation plans revise procedures testing signing software digitally signing trojan symbian mobile phone operating mistake,symbian foundat plan revis procedur test sign softwar digit sign trojan symbian mobil phone oper mistak
The terms and conditions of the Stock Option Scheme 2008 are available on the Company 's internet pages www.sanoma.com .,neutral,the terms and conditions of the stock option scheme 2008 are available on the company 's internet pages www.sanoma.com .,the terms and conditions of the stock option scheme 2008 are available on the company s internet pages www sanoma com,terms conditions stock option scheme 2008 available company s internet pages www sanoma com,term condit stock option scheme 2008 avail compani s internet page www sanoma com
"The third applicant , Fortum , was dropped .",neutral,"the third applicant , fortum , was dropped .",the third applicant fortum was dropped,applicant fortum dropped,applic fortum drop
"Tieto 's service is also used to send , process and receive materials related to absentee voting .",neutral,"tieto 's service is also used to send , process and receive materials related to absentee voting .",tieto s service is also used to send process and receive materials related to absentee voting,tieto s service used send process receive materials related absentee voting,tieto s servic use send process receiv materi relat absente vote
"Trading code : ELI1V Number of shares : 99,483 Price-share : Gratuitous After the transfer , Elisa holds a total of 10,435,023 own shares .",neutral,"trading code : eli1v number of shares : 99,483 price-share : gratuitous after the transfer , elisa holds a total of 10,435,023 own shares .",trading code eli1v number of shares 99 483 price share gratuitous after the transfer elisa holds a total of 10 435 023 own shares,trading code eli1v number shares 99 483 price share gratuitous transfer elisa holds total 10 435 023 shares,trade code eli1v number share 99 483 price share gratuit transfer elisa hold total 10 435 023 share
"`` My wife is looking forward to getting a paycheck again , '' he quipped recently as a six-knot current swirled around his anchored and heavily sponsored jet sled .",neutral,"`` my wife is looking forward to getting a paycheck again , '' he quipped recently as a six-knot current swirled around his anchored and heavily sponsored jet sled .",`` my wife is looking forward to getting a paycheck again '' he quipped recently as a six knot current swirled around his anchored and heavily sponsored jet sled,`` wife looking forward getting paycheck '' quipped recently knot current swirled anchored heavily sponsored jet sled,`` wife look forward get paycheck '' quip recent knot current swirl anchor heavili sponsor jet sled
"`` That 's a very high figure on the European scale , '' Noop said , recalling however that this also includes beer bought by Finnish tourists .",neutral,"`` that 's a very high figure on the european scale , '' noop said , recalling however that this also includes beer bought by finnish tourists .",`` that s a very high figure on the european scale '' noop said recalling however that this also includes beer bought by finnish tourists,`` s high figure european scale '' noop said recalling includes beer bought finnish tourists,`` s high figur european scale '' noop said recal includ beer bought finnish tourist
"`` Tweeple should check who 's following them , and be cautious when clicking on URLs and tinyurls . ''",neutral,"`` tweeple should check who 's following them , and be cautious when clicking on urls and tinyurls . ''",`` tweeple should check who s following them and be cautious when clicking on urls and tinyurls '',`` tweeple check s following cautious clicking urls tinyurls '',`` tweepl check s follow cautiou click url tinyurl ''
`` We have the most expensive water brand in Finland at the moment . '',neutral,`` we have the most expensive water brand in finland at the moment . '',`` we have the most expensive water brand in finland at the moment '',`` expensive water brand finland moment '',`` expens water brand finland moment ''
15 September 2010 - Finnish electrical components maker Salcomp Oyj ( HEL : SAL1V ) announced today the launch of its latest Twist charger platform .,neutral,15 september 2010 - finnish electrical components maker salcomp oyj ( hel : sal1v ) announced today the launch of its latest twist charger platform .,15 september 2010 finnish electrical components maker salcomp oyj hel sal1v announced today the launch of its latest twist charger platform,15 september 2010 finnish electrical components maker salcomp oyj hel sal1v announced today launch latest twist charger platform,15 septemb 2010 finnish electr compon maker salcomp oyj hel sal1v announc today launch latest twist charger platform
"A total of 1,800,000 stock options were issued in the 2003 stock option scheme .",neutral,"a total of 1,800,000 stock options were issued in the 2003 stock option scheme .",a total of 1 800 000 stock options were issued in the 2003 stock option scheme,total 1 800 000 stock options issued 2003 stock option scheme,total 1 800 000 stock option issu 2003 stock option scheme
"A worm set to activate Friday will corrupt documents using the most common file types , including '' .",neutral,"a worm set to activate friday will corrupt documents using the most common file types , including '' .",a worm set to activate friday will corrupt documents using the most common file types including '',worm set activate friday corrupt documents using common file types including '',worm set activ friday corrupt document use common file type includ ''
"According to Swedish authorities , traces of the very toxic osmium tetroxide have been found on the coast of Per+ñmeri , the Northernmost part of the Gulf of Bothnia .",negative,"according to swedish authorities , traces of the very toxic osmium tetroxide have been found on the coast of per+ñmeri , the northernmost part of the gulf of bothnia .",according to swedish authorities traces of the very toxic osmium tetroxide have been found on the coast of per ñmeri the northernmost part of the gulf of bothnia,according swedish authorities traces toxic osmium tetroxide coast ñmeri northernmost gulf bothnia,accord swedish author trace toxic osmium tetroxid coast ñmeri northernmost gulf bothnia
Finnish airline Finnair is starting the temporary layoffs of cabin crews in February 2010 .,negative,finnish airline finnair is starting the temporary layoffs of cabin crews in february 2010 .,finnish airline finnair is starting the temporary layoffs of cabin crews in february 2010,finnish airline finnair starting temporary layoffs cabin crews february 2010,finnish airlin finnair start temporari layoff cabin crew februari 2010
Finnish energy company Fortum has set itself new stricter target limits for short-term carbon dioxide emissions from its heat and electricity production .,neutral,finnish energy company fortum has set itself new stricter target limits for short-term carbon dioxide emissions from its heat and electricity production .,finnish energy company fortum has set itself new stricter target limits for short term carbon dioxide emissions from its heat and electricity production,finnish energy company fortum set new stricter target limits short term carbon dioxide emissions heat electricity production,finnish energi compani fortum set new stricter target limit short term carbon dioxid emiss heat electr product
"Finnish Food Workers ' Union SEL plans to hasten its collective bargaining with a two-day strike that would begin on 7 April 2010 , in Finland .",negative,"finnish food workers ' union sel plans to hasten its collective bargaining with a two-day strike that would begin on 7 april 2010 , in finland .",finnish food workers union sel plans to hasten its collective bargaining with a two day strike that would begin on 7 april 2010 in finland,finnish food workers union sel plans hasten collective bargaining day strike begin 7 april 2010 finland,finnish food worker union sel plan hasten collect bargain day strike begin 7 april 2010 finland
Finnish Honkarakenne that specialises in the building of log houses is planning to use pine from Russian Karelia .,neutral,finnish honkarakenne that specialises in the building of log houses is planning to use pine from russian karelia .,finnish honkarakenne that specialises in the building of log houses is planning to use pine from russian karelia,finnish honkarakenne specialises building log houses planning use pine russian karelia,finnish honkarakenn specialis build log hous plan use pine russian karelia
"Finnish Konecranes is again trying to acquire Italian Fantuzzi , a manufacturer of gantry cranes and reach stackers .",neutral,"finnish konecranes is again trying to acquire italian fantuzzi , a manufacturer of gantry cranes and reach stackers .",finnish konecranes is again trying to acquire italian fantuzzi a manufacturer of gantry cranes and reach stackers,finnish konecranes trying acquire italian fantuzzi manufacturer gantry cranes reach stackers,finnish konecran tri acquir italian fantuzzi manufactur gantri crane reach stacker
Finnish M-real 's Kyro mill is starting negotiations to cut staff .,negative,finnish m-real 's kyro mill is starting negotiations to cut staff .,finnish m real s kyro mill is starting negotiations to cut staff,finnish m real s kyro starting negotiations cut staff,finnish m real s kyro start negoti cut staff
Finnish Nordic Aluminium is starting employer-employee negotiations in Finland that concern all staff groups .,neutral,finnish nordic aluminium is starting employer-employee negotiations in finland that concern all staff groups .,finnish nordic aluminium is starting employer employee negotiations in finland that concern all staff groups,finnish nordic aluminium starting employer employee negotiations finland concern staff groups,finnish nordic aluminium start employ employe negoti finland concern staff group
Finnish publishing and printing group Ilkka-Yhtym+ñ will introduced a staff smoking ban as of the beginning of 2007 at the company 's three newspapers .,neutral,finnish publishing and printing group ilkka-yhtym+ñ will introduced a staff smoking ban as of the beginning of 2007 at the company 's three newspapers .,finnish publishing and printing group ilkka yhtym ñ will introduced a staff smoking ban as of the beginning of 2007 at the company s three newspapers,finnish publishing printing group ilkka yhtym ñ introduced staff smoking ban beginning 2007 company s newspapers,finnish publish print group ilkka yhtym ñ introduc staff smoke ban begin 2007 compani s newspap
Finnish Stockmann Group 's mail order unit Hobby Hall has launched a trial marketing campaign in Russia .,neutral,finnish stockmann group 's mail order unit hobby hall has launched a trial marketing campaign in russia .,finnish stockmann group s mail order unit hobby hall has launched a trial marketing campaign in russia,finnish stockmann group s mail order unit hobby hall launched trial marketing campaign russia,finnish stockmann group s mail order unit hobbi hall launch trial market campaign russia
"Finnish Suominen Flexible Packaging is cutting 48 jobs in its unit in Tampere and two in Nastola , in Finland .",negative,"finnish suominen flexible packaging is cutting 48 jobs in its unit in tampere and two in nastola , in finland .",finnish suominen flexible packaging is cutting 48 jobs in its unit in tampere and two in nastola in finland,finnish suominen flexible packaging cutting 48 jobs unit tampere nastola finland,finnish suominen flexibl packag cut 48 job unit tamper nastola finland
"In Finland , media group Talentum will start personnel negotiations to cut staff in parent company Talentum and publishing unit Talentum media .",negative,"in finland , media group talentum will start personnel negotiations to cut staff in parent company talentum and publishing unit talentum media .",in finland media group talentum will start personnel negotiations to cut staff in parent company talentum and publishing unit talentum media,finland media group talentum start personnel negotiations cut staff parent company talentum publishing unit talentum media,finland media group talentum start personnel negoti cut staff parent compani talentum publish unit talentum media
"According to Laavainen , Raisio 's food marketing used to be reactive and inconsistent .",negative,"according to laavainen , raisio 's food marketing used to be reactive and inconsistent .",according to laavainen raisio s food marketing used to be reactive and inconsistent,according laavainen raisio s food marketing used reactive inconsistent,accord laavainen raisio s food market use reactiv inconsist
"According to the prosecutor , the share transactions were carried out after HK Ruokatalo had proceeded in the negotiations concerning the acquisition of Swedish Meats .",neutral,"according to the prosecutor , the share transactions were carried out after hk ruokatalo had proceeded in the negotiations concerning the acquisition of swedish meats .",according to the prosecutor the share transactions were carried out after hk ruokatalo had proceeded in the negotiations concerning the acquisition of swedish meats,according prosecutor share transactions carried hk ruokatalo proceeded negotiations concerning acquisition swedish meats,accord prosecutor share transact carri hk ruokatalo proceed negoti concern acquisit swedish meat
"According to Tiimari , consumers are advised to cut away the rabbits bow tie that contains the formadehyde and dispose of it .",neutral,"according to tiimari , consumers are advised to cut away the rabbits bow tie that contains the formadehyde and dispose of it .",according to tiimari consumers are advised to cut away the rabbits bow tie that contains the formadehyde and dispose of it,according tiimari consumers advised cut away rabbits bow tie contains formadehyde dispose,accord tiimari consum advis cut away rabbit bow tie contain formadehyd dispos
All other charges were dismissed .,neutral,all other charges were dismissed .,all other charges were dismissed,charges dismissed,charg dismiss
"Alpina Sports is a Lebanon , New Hampshire USA based distributor of e.g. Alpina ski shoes and skis , Exel ski poles , Start ski waxes and now also Peltonen cross-country skis .",neutral,"alpina sports is a lebanon , new hampshire usa based distributor of e.g. alpina ski shoes and skis , exel ski poles , start ski waxes and now also peltonen cross-country skis .",alpina sports is a lebanon new hampshire usa based distributor of e g alpina ski shoes and skis exel ski poles start ski waxes and now also peltonen cross country skis,alpina sports lebanon new hampshire usa based distributor e g alpina ski shoes skis exel ski poles start ski waxes peltonen cross country skis,alpina sport lebanon new hampshir usa base distributor e g alpina ski shoe ski exel ski pole start ski wax peltonen cross countri ski
Among the biggest Christmas sellers were a  35 satin bow shift dress styled on outfits worn by Victoria Beckham and a  75 Paris Hilton Prom dress .,neutral,among the biggest christmas sellers were a 35 satin bow shift dress styled on outfits worn by victoria beckham and a 75 paris hilton prom dress .,among the biggest christmas sellers were a 35 satin bow shift dress styled on outfits worn by victoria beckham and a 75 paris hilton prom dress,biggest christmas sellers 35 satin bow shift dress styled outfits worn victoria beckham 75 paris hilton prom dress,biggest christma seller 35 satin bow shift dress style outfit worn victoria beckham 75 pari hilton prom dress
"Among the Scandinavian companies present in St. Petersburg , is also named the Swedish concern NCC , which implements projects in the field of asphalt production , road and housing construction ( project Swedish Krona ) .",neutral,"among the scandinavian companies present in st. petersburg , is also named the swedish concern ncc , which implements projects in the field of asphalt production , road and housing construction ( project swedish krona ) .",among the scandinavian companies present in st petersburg is also named the swedish concern ncc which implements projects in the field of asphalt production road and housing construction project swedish krona,scandinavian companies present st petersburg named swedish concern ncc implements projects field asphalt production road housing construction project swedish krona,scandinavian compani present st petersburg name swedish concern ncc implement project field asphalt product road hous construct project swedish krona
An international conference call and audio webcast concerning the financial result January-March 2010 will begin at 14.00 EET .,neutral,an international conference call and audio webcast concerning the financial result january-march 2010 will begin at 14.00 eet .,an international conference call and audio webcast concerning the financial result january march 2010 will begin at 14 00 eet,international conference audio webcast concerning financial result january march 2010 begin 14 00 eet,intern confer audio webcast concern financi result januari march 2010 begin 14 00 eet
Another problem is cola-flavoured long drinks .,neutral,another problem is cola-flavoured long drinks .,another problem is cola flavoured long drinks,problem cola flavoured long drinks,problem cola flavour long drink
Antniemi refuted a report by the Finnish daily Turun Sanomat as if the company was reorganizing its operations in the Baltic countries .,neutral,antniemi refuted a report by the finnish daily turun sanomat as if the company was reorganizing its operations in the baltic countries .,antniemi refuted a report by the finnish daily turun sanomat as if the company was reorganizing its operations in the baltic countries,antniemi refuted report finnish daily turun sanomat company reorganizing operations baltic countries,antniemi refut report finnish daili turun sanomat compani reorgan oper baltic countri
"Antti Orkola , president of Kemira GrowHow 's Industrial Solutions unit , told Thomson Financial News the company has put off opening the mine as prices of phosphate have been ` quite depressed for a long time ' . '",negative,"antti orkola , president of kemira growhow 's industrial solutions unit , told thomson financial news the company has put off opening the mine as prices of phosphate have been ` quite depressed for a long time ' . '",antti orkola president of kemira growhow s industrial solutions unit told thomson financial news the company has put off opening the mine as prices of phosphate have been quite depressed for a long time,antti orkola president kemira growhow s industrial solutions unit told thomson financial news company opening prices phosphate quite depressed long time,antti orkola presid kemira growhow s industri solut unit told thomson financi news compani open price phosphat quit depress long time
Applying for summer work is seen as laborious and stressful .,negative,applying for summer work is seen as laborious and stressful .,applying for summer work is seen as laborious and stressful,applying summer work seen laborious stressful,appli summer work seen labori stress
ArcelorMittal Chief Executive Officer Lakshmi Mittal has already cut output at some furnaces .,negative,arcelormittal chief executive officer lakshmi mittal has already cut output at some furnaces .,arcelormittal chief executive officer lakshmi mittal has already cut output at some furnaces,arcelormittal chief executive officer lakshmi mittal cut output furnaces,arcelormitt chief execut offic lakshmi mittal cut output furnac
"As a part of the plan , the Board of Directors decided to transfer a maximum of 330,000 shares held by the company in a share issue against payment directed to Aspo Management Oy , a holding company acquired by the management .",neutral,"as a part of the plan , the board of directors decided to transfer a maximum of 330,000 shares held by the company in a share issue against payment directed to aspo management oy , a holding company acquired by the management .",as a part of the plan the board of directors decided to transfer a maximum of 330 000 shares held by the company in a share issue against payment directed to aspo management oy a holding company acquired by the management,plan board directors decided transfer maximum 330 000 shares held company share issue payment directed aspo management oy holding company acquired management,plan board director decid transfer maximum 330 000 share held compani share issu payment direct aspo manag oy hold compani acquir manag
"As a result , 12 people will be made redundant and a total of 67 persons are laid off temporarily .",negative,"as a result , 12 people will be made redundant and a total of 67 persons are laid off temporarily .",as a result 12 people will be made redundant and a total of 67 persons are laid off temporarily,result 12 people redundant total 67 persons laid temporarily,result 12 peopl redund total 67 person laid temporarili
"As a result , it has started negotiations with the banks on provisional amendments concerning the covenants and other credit terms .",neutral,"as a result , it has started negotiations with the banks on provisional amendments concerning the covenants and other credit terms .",as a result it has started negotiations with the banks on provisional amendments concerning the covenants and other credit terms,result started negotiations banks provisional amendments concerning covenants credit terms,result start negoti bank provision amend concern coven credit term
As a result of these negotiations the company has decided to make 45 people redundant on financial and production grounds .,negative,as a result of these negotiations the company has decided to make 45 people redundant on financial and production grounds .,as a result of these negotiations the company has decided to make 45 people redundant on financial and production grounds,result negotiations company decided make 45 people redundant financial production grounds,result negoti compani decid make 45 peopl redund financi product ground
"As production of other products will continue normally , temporary lay-offs concern simultaneously at most 80 employees .",negative,"as production of other products will continue normally , temporary lay-offs concern simultaneously at most 80 employees .",as production of other products will continue normally temporary lay offs concern simultaneously at most 80 employees,production products continue normally temporary lay offs concern simultaneously 80 employees,product product continu normal temporari lay off concern simultan 80 employe
Atria said its offer would give the Swedish company continued ownership and control of its slaughtering and cutting operations .,neutral,atria said its offer would give the swedish company continued ownership and control of its slaughtering and cutting operations .,atria said its offer would give the swedish company continued ownership and control of its slaughtering and cutting operations,atria said offer swedish company continued ownership control slaughtering cutting operations,atria said offer swedish compani continu ownership control slaughter cut oper
"Aug. 17 , 2010 ( Curbed delivered by Newstex ) -- And now , the latest from Racked , covering shopping and retail from the sidewalks up .",neutral,"aug. 17 , 2010 ( curbed delivered by newstex ) -- and now , the latest from racked , covering shopping and retail from the sidewalks up .",aug 17 2010 curbed delivered by newstex -- and now the latest from racked covering shopping and retail from the sidewalks up,aug 17 2010 curbed delivered newstex -- latest racked covering shopping retail sidewalks up,aug 17 2010 curb deliv newstex -- latest rack cover shop retail sidewalk up
Bertrand Sciard has been the vice chairman of the board of directors of Aldata Solution since April 2007 .,neutral,bertrand sciard has been the vice chairman of the board of directors of aldata solution since april 2007 .,bertrand sciard has been the vice chairman of the board of directors of aldata solution since april 2007,bertrand sciard vice chairman board directors aldata solution april 2007,bertrand sciard vice chairman board director aldata solut april 2007
Bovine slaughtering and cutting at the Kuopio facility will be transferred to the Kauhajoki slaughterhouse .,neutral,bovine slaughtering and cutting at the kuopio facility will be transferred to the kauhajoki slaughterhouse .,bovine slaughtering and cutting at the kuopio facility will be transferred to the kauhajoki slaughterhouse,bovine slaughtering cutting kuopio facility transferred kauhajoki slaughterhouse,bovin slaughter cut kuopio facil transfer kauhajoki slaughterhous
Chief executive officer Olli-Pekka Kallasvuo 's changes on Tuesday mark the third time in nine months the company has reshuffled executives and operations as Nokia loses ground to Apple 's iPhone and RIM 's BlackBerry .,negative,chief executive officer olli-pekka kallasvuo 's changes on tuesday mark the third time in nine months the company has reshuffled executives and operations as nokia loses ground to apple 's iphone and rim 's blackberry .,chief executive officer olli pekka kallasvuo s changes on tuesday mark the third time in nine months the company has reshuffled executives and operations as nokia loses ground to apple s iphone and rim s blackberry,chief executive officer olli pekka kallasvuo s changes tuesday mark time months company reshuffled executives operations nokia loses ground apple s iphone rim s blackberry,chief execut offic olli pekka kallasvuo s chang tuesday mark time month compani reshuffl execut oper nokia lose ground appl s iphon rim s blackberri
"Cuts equivalent to the costs of about 35-45 employees are the target , the company said .",negative,"cuts equivalent to the costs of about 35-45 employees are the target , the company said .",cuts equivalent to the costs of about 35 45 employees are the target the company said,cuts equivalent costs 35 45 employees target company said,cut equival cost 35 45 employe target compani said
EB announced in its stock exchange release on November 18th 2008 that J.T. Bergqvist has resigned from the chairmanship and membership of the Board of EB .,negative,eb announced in its stock exchange release on november 18th 2008 that j.t. bergqvist has resigned from the chairmanship and membership of the board of eb .,eb announced in its stock exchange release on november 18th 2008 that j t bergqvist has resigned from the chairmanship and membership of the board of eb,eb announced stock exchange release november 18th 2008 j t bergqvist resigned chairmanship membership board eb,eb announc stock exchang releas novemb 18th 2008 j t bergqvist resign chairmanship membership board eb
"Finland-based international machinery rental company Ramirent Plc ( OMX Helsinki : RMR1V ) said on Friday ( 9 May ) that its president and CEO , Kari Kallio , has informed the board of his intention to retire in year 2009 .",neutral,"finland-based international machinery rental company ramirent plc ( omx helsinki : rmr1v ) said on friday ( 9 may ) that its president and ceo , kari kallio , has informed the board of his intention to retire in year 2009 .",finland based international machinery rental company ramirent plc omx helsinki rmr1v said on friday 9 may that its president and ceo kari kallio has informed the board of his intention to retire in year 2009,finland based international machinery rental company ramirent plc omx helsinki rmr1v said friday 9 president ceo kari kallio informed board intention retire year 2009,finland base intern machineri rental compani ramir plc omx helsinki rmr1v said friday 9 presid ceo kari kallio inform board intent retir year 2009
Finnish electrical components maker Salcomp Oyj ( HEL : SAL1V ) announced today the launch of its latest Twist charger platform .,neutral,finnish electrical components maker salcomp oyj ( hel : sal1v ) announced today the launch of its latest twist charger platform .,finnish electrical components maker salcomp oyj hel sal1v announced today the launch of its latest twist charger platform,finnish electrical components maker salcomp oyj hel sal1v announced today launch latest twist charger platform,finnish electr compon maker salcomp oyj hel sal1v announc today launch latest twist charger platform
"Finnish soapstone processing and fireplaces maker Tulikivi Oyj said on February 26 , 2007 it would cut less than 20 jobs from its fireplace sales organization , production facilities and its subsidiary Kermansavi Oy .",negative,"finnish soapstone processing and fireplaces maker tulikivi oyj said on february 26 , 2007 it would cut less than 20 jobs from its fireplace sales organization , production facilities and its subsidiary kermansavi oy .",finnish soapstone processing and fireplaces maker tulikivi oyj said on february 26 2007 it would cut less than 20 jobs from its fireplace sales organization production facilities and its subsidiary kermansavi oy,finnish soapstone processing fireplaces maker tulikivi oyj said february 26 2007 cut 20 jobs fireplace sales organization production facilities subsidiary kermansavi oy,finnish soapston process fireplac maker tulikivi oyj said februari 26 2007 cut 20 job fireplac sale organ product facil subsidiari kermansavi oy
"Finnish Suominen Flexible Packaging Ltd , owned by local textile company Suominen Corporation Group ( HEL : SUY1V ) , said today that it would start employee negotiations concerning its entire personnel in Finland .",negative,"finnish suominen flexible packaging ltd , owned by local textile company suominen corporation group ( hel : suy1v ) , said today that it would start employee negotiations concerning its entire personnel in finland .",finnish suominen flexible packaging ltd owned by local textile company suominen corporation group hel suy1v said today that it would start employee negotiations concerning its entire personnel in finland,finnish suominen flexible packaging owned local textile company suominen corporation group hel suy1v said today start employee negotiations concerning entire personnel finland,finnish suominen flexibl packag own local textil compani suominen corpor group hel suy1v said today start employe negoti concern entir personnel finland
"Finnish Vaahto Group that provides paper-making technology and process machinery is starting negotiations concerning the temporary lay-offs of all 140 employees at the company 's plants in Hollola and Tampere , in Finland .",negative,"finnish vaahto group that provides paper-making technology and process machinery is starting negotiations concerning the temporary lay-offs of all 140 employees at the company 's plants in hollola and tampere , in finland .",finnish vaahto group that provides paper making technology and process machinery is starting negotiations concerning the temporary lay offs of all 140 employees at the company s plants in hollola and tampere in finland,finnish vaahto group provides paper making technology process machinery starting negotiations concerning temporary lay offs 140 employees company s plants hollola tampere finland,finnish vaahto group provid paper make technolog process machineri start negoti concern temporari lay off 140 employe compani s plant hollola tamper finland
"Fortum is looking to invest in several new production units , including a new waste-fired unit at its Brista combined heat and power ( CHP ) plant and a biofuels-based production unit at Vartan CHP plant .",neutral,"fortum is looking to invest in several new production units , including a new waste-fired unit at its brista combined heat and power ( chp ) plant and a biofuels-based production unit at vartan chp plant .",fortum is looking to invest in several new production units including a new waste fired unit at its brista combined heat and power chp plant and a biofuels based production unit at vartan chp plant,fortum looking invest new production units including new waste fired unit brista combined heat power chp plant biofuels based production unit vartan chp plant,fortum look invest new product unit includ new wast fire unit brista combin heat power chp plant biofuel base product unit vartan chp plant
GET MIDNIGHTTRADER IN REALTIME : This report is delayed .,neutral,get midnighttrader in realtime : this report is delayed .,get midnighttrader in realtime this report is delayed,midnighttrader realtime report delayed,midnighttrad realtim report delay
Global life science industry is strictly regulated by international and national authorities .,neutral,global life science industry is strictly regulated by international and national authorities .,global life science industry is strictly regulated by international and national authorities,global life science industry strictly regulated international national authorities,global life scienc industri strictli regul intern nation author
He said he has been losing five families a month to the economy as many make alternative arrangements to save money .,negative,he said he has been losing five families a month to the economy as many make alternative arrangements to save money .,he said he has been losing five families a month to the economy as many make alternative arrangements to save money,said losing families month economy make alternative arrangements save money,said lose famili month economi make altern arrang save money
His resignation will take effect immediately .,neutral,his resignation will take effect immediately .,his resignation will take effect immediately,resignation effect immediately,resign effect immedi
"Huhtamaki 's rigid plastic consumer goods operations , which are mainly in Europe , will be separated into a new reporting segment as of 1 January 2009 .",neutral,"huhtamaki 's rigid plastic consumer goods operations , which are mainly in europe , will be separated into a new reporting segment as of 1 january 2009 .",huhtamaki s rigid plastic consumer goods operations which are mainly in europe will be separated into a new reporting segment as of 1 january 2009,huhtamaki s rigid plastic consumer goods operations mainly europe separated new reporting segment 1 january 2009,huhtamaki s rigid plastic consum good oper mainli europ separ new report segment 1 januari 2009
"In addition , the production at the Varpaisj+â rvi factory will be stopped at the beginning of April 2009 .",negative,"in addition , the production at the varpaisj+â rvi factory will be stopped at the beginning of april 2009 .",in addition the production at the varpaisj â rvi factory will be stopped at the beginning of april 2009,addition production varpaisj â rvi factory stopped beginning april 2009,addit product varpaisj â rvi factori stop begin april 2009
In addition the production personnel of the Sport Division have been given a temporary lay-off warning .,negative,in addition the production personnel of the sport division have been given a temporary lay-off warning .,in addition the production personnel of the sport division have been given a temporary lay off warning,addition production personnel sport division given temporary lay warning,addit product personnel sport divis given temporari lay warn
"In December , Amer announced the dismissal of CEO Roger Talermo , who had headed the company since 2006 .",neutral,"in december , amer announced the dismissal of ceo roger talermo , who had headed the company since 2006 .",in december amer announced the dismissal of ceo roger talermo who had headed the company since 2006,december amer announced dismissal ceo roger talermo headed company 2006,decemb amer announc dismiss ceo roger talermo head compani 2006
"In Europe , the paper industry 's situation is paradoxical .",neutral,"in europe , the paper industry 's situation is paradoxical .",in europe the paper industry s situation is paradoxical,europe paper industry s situation paradoxical,europ paper industri s situat paradox
"In parallel , TeliaSonera has decided to conduct a compulsory acquisition .",neutral,"in parallel , teliasonera has decided to conduct a compulsory acquisition .",in parallel teliasonera has decided to conduct a compulsory acquisition,parallel teliasonera decided conduct compulsory acquisition,parallel teliasonera decid conduct compulsori acquisit
"In Sweden , there is an oversupply of pharmacies .",negative,"in sweden , there is an oversupply of pharmacies .",in sweden there is an oversupply of pharmacies,sweden oversupply pharmacies,sweden oversuppli pharmaci
Incap Furniture is presently negotiating staff cuts .,negative,incap furniture is presently negotiating staff cuts .,incap furniture is presently negotiating staff cuts,incap furniture presently negotiating staff cuts,incap furnitur present negoti staff cut
